,BRD-K28862419_0.3704 uM,BRD-K28862419_1.1111 uM,BRD-K28862419_3.3333 uM,BRD-K28862419_10 uM,BRD-K34692511_0.3704 uM,BRD-K34692511_1.1111 uM,BRD-K34692511_3.3333 uM,BRD-K34692511_10 uM,N-Benzylquinazolin-4-amine_0.3704 uM,N-Benzylquinazolin-4-amine_1.1111 uM,N-Benzylquinazolin-4-amine_3.3333 uM,N-Benzylquinazolin-4-amine_10 uM
ACH-000732,-0.184224496,0.002449814,-0.091341605,-0.032566328,0.497572941,-0.013608184,-0.01634372,-0.378353274,0.135355536,-0.093175584,-0.454819087,-0.851745214
ACH-000733,0.234253425,-0.518923174,0.021090047,-0.050455923,0.415088843,0.210369952,-0.347798965,-0.542779951,0.53278112,-0.575633971,-0.676515853,-0.570277939
ACH-000734,-0.145940268,0.265602091,-0.590242486,-0.902987778,-0.193371694,-0.00092048,-0.381136067,-0.218793167,0.434134254,-0.542474107,-0.506033883,-1.316051278
ACH-000735,0.063438371,-0.210054231,-0.159652083,-0.323710605,0.1948992,0.283346732,-0.182538655,-0.170797941,-0.062225466,-0.215000613,-0.569808065,-1.798807903
ACH-000736,-0.040468549,-0.202094598,-0.516012412,-0.280005962,-0.172201763,-0.085247544,0.11718321,-0.645164078,-0.047439165,-0.405486132,-0.614182165,-0.440473065
ACH-000738,0.080005216,-0.063365359,-0.042488218,0.091168041,0.114855052,0.18937091,0.548772664,0.127083359,-0.185299575,0.469804227,-0.217865945,0.075206304
ACH-000739,-0.216282053,-0.298980791,-0.206104727,-0.021110032,0.181900141,-0.546145955,-0.395352281,-0.182003199,0.021492694,0.030212213,-0.480707644,-0.731935836
ACH-000740,0.264797971,-0.37695293,-0.395721594,-1.159333171,0.661715439,-0.178235413,-0.574345032,-0.800942031,-0.8420946,-0.387909406,-1.087937206,-1.001585214
ACH-000741,-0.308682994,0.090914321,-0.295554362,-0.909522743,0.68059806,0.167698208,-0.123710428,-0.507886937,-0.345235107,-0.257937037,-0.80809843,-0.885672736
ACH-000744,0.167572866,-0.251508608,0.753117842,-0.307798097,0.098174603,0.046971658,0.058586911,-0.252015439,0.030973166,-0.388281354,-0.694466127,-0.764177169
ACH-000746,0.117717487,-0.189304729,0.355597199,-0.592484474,-0.353555694,0.032759883,-0.05035883,-1.101525639,-0.278510269,0.253350516,-0.900971528,-0.784260839
ACH-000747,-0.347174306,0.332788339,-0.024085273,-0.762710426,0.051704733,0.044833287,-0.221930264,-0.561877089,0.146860761,0.630387018,-0.322227137,-1.100299223
ACH-000748,-0.07956078,-0.289155764,-0.413097053,-0.237914399,-0.182973752,-0.036373472,-0.000127932,-0.560775253,-0.149955167,-0.259875602,-0.608966589,-0.791028932
ACH-000749,-0.317587273,0.139928858,0.044720761,-0.115853333,-0.180063906,-0.305599282,-0.92125076,-0.424207645,-0.12337313,0.304614764,-0.120162654,-0.769341502
ACH-000750,-0.179510661,0.261491905,0.042236376,0.330305206,0.125442872,0.306160266,0.160121972,0.229930383,0.114830871,-0.871316219,-0.951372083,-0.446790246
ACH-000751,0.583720668,0.281308564,0.270070828,-0.028600531,-0.082681898,0.120149745,-0.434767379,-0.571238516,0.164660035,0.152089658,-0.744564567,-2.024242206
ACH-000752,-0.456868415,0.164579054,0.165917238,-0.439944221,0.062924537,0.050269695,0.175455169,-0.288985455,-0.068319778,-0.282306871,-0.525717192,-0.234292051
ACH-000753,0.513163286,0.261893684,0.638480405,0.943380686,-0.016128133,0.867014032,0.461576923,0.807499663,-0.916914476,0.159307367,-0.512889215,-0.497633124
ACH-000756,0.341815245,-0.087539819,-0.314532812,-0.260274158,-0.172535936,0.223021769,0.091619254,-0.86481774,0.053310652,-0.022198772,-0.566138543,-0.64234885
ACH-000757,-0.095455784,-0.128509172,-0.08868601,-1.0899822,-0.010626657,-0.290179237,-0.379603191,-1.064297669,-0.49638429,-0.564248687,-0.693709401,-1.841197801
ACH-000758,-0.284403389,0.060780373,0.48985299,-0.052081251,-0.157781426,0.284951778,0.007261343,-0.936968799,-0.599376607,0.28663856,-0.728257549,-0.650842521
ACH-000759,-0.386567209,-0.396804615,-0.364597577,-0.073221799,0.202937753,0.515458859,0.155851529,0.040938057,0.048708002,-0.467417043,-0.738504746,0.247291046
ACH-000760,-0.282563903,0.264663859,-0.130190228,-0.154547485,0.244282766,0.022626547,0.009304562,0.024293418,0.139711946,0.172087482,-0.351741509,-0.214796252
ACH-000762,0.047975453,-0.719002434,-0.015294352,-0.654380276,0.190194759,0.303787981,0.121325587,-0.211445952,0.137856252,-0.313467984,-0.33391556,-0.639566493
ACH-000763,-0.04719757,0.3257712,-0.076855808,-0.332120867,0.253767579,0.299388581,0.259885024,0.110061393,-0.070439801,-0.286202154,-0.173458558,-0.118407565
ACH-000764,0.3423262,-0.017065809,0.100335881,-0.738221958,-0.217090993,0.393159897,-0.151764398,-0.221621988,0.256128839,0.046896241,-0.187188072,-0.053354061
ACH-000765,-0.199108072,0.070118553,0.112962867,-0.495921237,0.118018753,0.212573059,0.277371098,0.022859542,0.151499328,0.178746216,-0.57330012,-0.914602576
ACH-000766,0.497471443,0.277792607,-0.454142269,-1.240352126,-0.334612446,0.123818222,0.434863395,-0.41043036,0.109535216,-0.285547418,-0.270716228,0.045279549
ACH-000768,0.143239653,0.007462978,0.095976785,-0.025026903,0.311153704,0.20136779,0.242463656,0.061054733,-0.086448888,-0.03336243,-0.254007687,-0.432964235
ACH-000769,-0.088545873,0.202887045,-0.280018654,-0.357977741,0.157116403,-0.137500053,-0.026699169,0.366809888,-0.495112505,-0.167363143,-0.802728415,-1.768763638
ACH-000771,-0.063285886,-0.091082279,0.52266805,-0.645581721,-0.078154865,-0.139984045,0.26252215,0.162826619,0.299925866,-0.155413229,-0.027203177,-0.873213134
ACH-000774,0.828964154,0.146418662,0.471867013,-0.04696642,0.131685119,-0.560008578,0.318977288,-0.207958761,0.363242571,0.034588871,0.348441606,0.196870741
ACH-000775,0.006386913,0.480624386,0.167275095,-0.789744496,0.661915192,-0.260231661,-0.159262738,0.340305826,0.357108687,-0.447932454,-0.1365787,-0.381079804
ACH-000776,0.151669521,-0.048152903,-0.032523678,-0.118358596,0.016457843,0.175796052,-0.202711378,-0.383026923,0.193798452,-0.190759479,-0.476471003,-0.203335076
ACH-000777,0.051763529,0.071842945,-0.34952488,-0.155297075,0.156885763,-0.100940218,-0.73861818,-0.818225823,0.553194829,-0.251231261,-0.753198488,-0.113936075
ACH-000778,-0.258475222,-0.39523075,-0.16051417,-0.965179559,-0.044298639,-0.015117787,-0.049228144,-0.419094748,-0.174549416,-0.227969394,-0.504085415,-0.818666653
ACH-000781,0.281280196,-0.014967418,-0.337147821,-1.161503908,0.070132351,0.380572031,-0.081255844,-0.806842698,0.061092878,-0.711054704,-1.222711005,-1.727222644
ACH-000782,-0.176065237,0.103406699,0.195879318,0.113705858,0.114414455,0.299132,-0.153683575,0.110540668,-0.218055645,-0.07400929,-0.3841597,-0.611233613
ACH-000783,-0.407346509,-0.181230777,0.272099713,-0.143044658,-0.012048927,0.582583545,0.253715364,-0.359237538,0.678049296,-0.106430409,0.116451638,-0.619232936
ACH-000784,0.051995985,-0.116476185,0.500822296,-0.171001653,0.253473574,-0.023350187,-0.114828166,-0.403411419,-0.487307053,-0.043227095,-0.729158357,-1.119888185
ACH-000785,-0.35423116,0.052719367,0.144190609,-0.187663059,0.136951408,-0.054508933,0.093960861,-0.036088586,0.638175288,0.106199205,-0.329283113,-0.344942012
ACH-000787,0.005528989,-0.203565456,0.557334442,-0.02732543,-0.062226474,0.035718748,0.479737872,-0.156798924,0.215580685,0.159479891,-0.692319472,-1.104602132
ACH-000788,0.207362519,-0.138975674,0.059809151,-0.089808411,-0.004000774,-0.098764712,0.275404186,-0.506136029,-0.275031714,-0.126420986,-0.537703631,-0.266846173
ACH-000790,0.694748723,0.417106947,0.067959964,0.141639948,-0.056008641,-0.15232686,0.200755606,0.295807093,-0.101982497,-0.374791481,-0.090152959,-0.735844451
ACH-000791,0.132879208,-0.085607116,0.73420829,-0.046862915,-0.235663483,0.21854774,0.496483966,-0.014278725,-0.077980826,0.327587064,-0.033943694,-0.093390077
ACH-000792,0.039540703,-0.079473703,0.007426742,0.261346577,0.20686277,0.200834114,0.040672784,-0.189051724,0.328690444,-0.688489636,0.168312896,-0.483150854
ACH-000793,0.146377281,-0.063268904,0.346818091,-0.891755379,0.292743909,-0.065619353,-0.016627019,-0.747568018,-0.00729082,-0.402221808,-0.335183026,-1.149523695
ACH-000794,0.170341826,-0.073675517,-0.040599823,-0.018459358,-0.247095921,-0.103251433,-0.251171595,-0.564163536,0.186381528,-0.228896143,-0.185318624,-0.937375522
ACH-000795,-0.086740585,-0.241746524,-0.175702929,-0.148257577,-0.338564407,0.185655062,-0.079529296,0.059189882,-0.156994022,-0.08154367,-0.225717133,-0.496761874
ACH-000796,0.151631555,-0.150659022,-0.031329158,-0.353009504,0.007684234,-0.268224608,-0.222154448,-1.308480778,-0.095386359,0.091722586,-0.995290611,-0.722013694
ACH-000800,0.077197081,-0.187353229,-0.030516846,-0.138065484,0.48980873,0.211274047,0.115994784,-0.221963734,-0.883316788,-0.170431336,-0.505279409,-0.612562915
ACH-000802,-0.149106866,0.007320232,-0.202418867,-0.55753998,-0.075604446,-0.387687036,-0.451933737,-0.908931307,0.144964983,0.162047987,-0.32983991,-0.382401135
ACH-000803,0.201382014,-0.410415866,0.280324544,0.005206956,-0.583113714,-0.655487486,-1.304323996,-1.639254201,-0.420484984,-0.917142679,-0.932399752,-0.525412916
ACH-000804,-0.071047004,-0.115425355,-0.041954318,-0.308406163,0.0428833,-0.078657511,-0.125216369,-0.385120694,-0.032556224,0.071113974,-0.430399351,-0.868349232
ACH-000805,-0.293995552,-0.056346772,0.352270701,-0.242931404,-0.454800035,0.13993894,0.065029555,0.012057074,0.269746446,-0.077353609,-0.376279247,-0.235983575
ACH-000808,-0.399532771,-0.133594887,0.030855898,-0.223710935,0.194823844,-0.303831565,0.108013933,0.299865873,-0.567116557,-0.221840727,-0.847189388,-0.539396959
ACH-000809,0.045430171,-0.080759588,-0.430345057,-0.094778428,0.050942152,0.029994193,-0.403294865,-0.426393723,0.152779569,-0.008863542,-0.69183027,-1.068044068
ACH-000810,-0.023906628,-0.036290241,0.032128487,0.167314155,0.237522039,0.428208612,0.260508663,0.465717546,-0.324971167,-0.248641556,-0.051053006,-0.081239445
ACH-000811,-0.231509439,-0.432687556,-0.141981103,-0.3340212,-0.228591226,0.193145609,-0.024123394,-0.273815269,-0.045769718,-0.290962454,-0.164691199,-0.986724258
ACH-000812,-0.005020486,0.11225682,-0.140504192,-0.416814933,-0.004279921,0.117970533,0.066965909,0.364834179,-0.009628045,-0.108371165,-0.669958407,-0.479761394
ACH-000813,-0.218381199,-0.320942516,-0.050041708,-0.107766969,0.115835483,0.124212171,-0.666472604,-0.612343261,0.112941123,-0.521000538,-0.364550208,-0.958774347
ACH-000814,0.007412165,-0.343990291,0.6672141,0.197287782,0.293376713,-0.312324205,0.330017815,-1.169104902,-0.266319785,-0.131380522,-0.337547144,0.380717303
ACH-000815,0.169238134,-0.108307677,-0.21863251,0.316665961,-0.263435317,-0.083921116,-0.213815251,0.764585225,0.151917967,0.227037744,-0.159782633,0.130756503
ACH-000816,0.208855165,-0.487439967,-0.361823824,0.067859649,-0.096554175,0.426988281,0.322382909,0.055244092,0.111583196,-0.950192203,-0.112729537,-0.948319691
ACH-000819,0.00029539,-0.27901552,-0.191786829,0.081992827,0.066682377,0.168791189,0.179165245,-0.131153981,-0.061642537,-0.482724621,-0.751669207,-1.059264821
ACH-000822,-0.143887693,0.12680382,0.248172132,-0.497875332,-0.415515738,0.48717825,0.388151458,0.267651168,0.10000173,-0.2234093,-0.060847736,-0.179929837
ACH-000823,0.215383568,-0.006723283,0.131537854,-0.255931847,-0.072544243,0.180497395,-0.174777002,-0.129419608,0.043000576,-0.026867431,0.018735807,-0.744915434
ACH-000824,0.018607124,-0.110086457,-0.188018822,-0.242683983,-0.055159803,0.048275896,-0.111503884,-0.608001222,-0.072503968,-0.154877418,-0.796302366,-0.757165794
ACH-000826,0.276603142,0.308140858,-0.086257936,-0.554453894,-0.199155366,0.092768226,0.186492076,-0.564926041,0.362648364,-0.288032861,0.031804146,-0.55664032
ACH-000827,-0.261303364,-0.021020076,0.02644523,-0.100350654,0.237719153,0.208889623,0.157011009,-0.049229409,-0.097989574,0.059721318,-0.703267343,-0.690463348
ACH-000832,0.14597159,0.068265944,-0.231058192,-0.375089875,0.063368867,0.304878073,-0.045075487,-0.206403591,-0.002705866,-0.402039816,-0.276526409,-0.683669185
ACH-000833,-0.165919449,-0.00560585,0.321787701,-0.871499418,-0.019048383,-0.036277762,-0.164623597,-0.578407398,-0.487917185,0.347943105,-0.49741713,-0.483532008
ACH-000834,0.330070098,-0.870872196,0.194570779,-0.182521795,-0.360462716,-0.902854842,-0.028047761,-0.404683489,0.181988653,-1.034295811,-0.16065322,-1.254060928
ACH-000835,-0.208132782,0.117398289,-0.004521073,0.15648695,0.304154096,0.329035634,-0.1506223,-0.396413786,0.487864761,-0.058704594,-0.264337445,-0.521071847
ACH-000836,0.005818052,0.266285507,-0.40797498,-0.467553683,0.065003386,0.353878211,-0.227262798,0.052767039,-0.01302867,0.188825232,-0.027148772,-0.201103413
ACH-000837,0.32539173,-0.24264916,-0.073181503,-0.124752984,-0.015538337,0.301703102,-0.207517096,-0.25154723,-0.112284003,-0.152917464,-0.24705352,-1.023345672
ACH-000838,0.316019856,-0.096355258,0.110652087,0.145074633,0.221741388,0.116030796,0.002921418,0.108466594,0.276086897,0.067543721,-0.042211256,-0.393082261
ACH-000839,0.272829966,-0.143364775,0.418383809,-0.102128561,0.045336786,-0.097945952,0.142092391,-0.06410686,0.094720408,0.178881169,-0.344597959,-0.5587108
ACH-000841,0.175966207,-0.301902251,0.050808038,-0.077455585,-0.350871226,-0.037217695,0.187382504,-0.467405642,0.16210848,0.195160813,-0.354063281,-0.393158471
ACH-000842,0.020006663,-0.368968374,-0.06592473,-0.028284262,-0.063115966,0.141671913,-0.134808087,0.234679812,-0.106788,-0.26299869,-0.833404107,-0.433376528
ACH-000843,0.295343313,-0.26408042,-0.452844471,-0.709754821,-0.266993787,0.55836496,-0.627325581,0.329910517,0.711953654,0.041875755,-0.599656358,-0.730078775
ACH-000845,-0.03729511,-0.113413039,-0.136819931,-0.322397793,0.002358468,0.364205385,-0.37705393,-0.132484387,-0.561806033,0.157780462,-0.571043445,0.026454876
ACH-000846,-0.130958661,-0.849064784,-0.083427867,-0.359012243,0.025908836,0.029812124,-0.121520013,-0.298516918,0.255737473,0.063546983,-0.310583397,-0.497801256
ACH-000847,-0.678834197,-0.136149606,0.141317142,-0.58149484,-0.234493439,-0.1850307,-0.615570577,-0.236893029,0.313816554,-0.038813667,-0.575827134,-0.437321569
ACH-000848,0.178050145,-0.36769613,-0.19707005,-0.667351607,0.245444682,0.264893462,-0.368539714,-0.537402166,-0.454524136,-0.718933265,-2.108270883,-3.035017044
ACH-000849,-0.303440696,-0.077946419,0.252722468,-0.21574672,0.313085121,0.669612398,-0.380052717,-0.137286403,0.063025018,-0.274495266,-0.821049895,-0.832832123
ACH-000852,-0.018568547,0.195987654,0.526083347,0.249983462,0.081813231,-0.341052922,0.191080199,-0.519460127,0.155471509,0.758939447,0.336698556,-0.564265512
ACH-000853,0.103843968,0.174345096,-0.133734952,0.110008178,-0.468686822,0.154529069,0.001849088,-0.252092441,-0.03848199,-0.399083991,-1.382757444,-1.244736765
ACH-000855,0.103059342,-0.018361856,0.407023229,-0.621158717,-0.022804211,-0.169366297,0.108212671,-0.603106773,0.236707325,-0.259050461,-0.499450919,-0.770403116
ACH-000856,0.215514876,-0.191895744,-0.670675665,0.152929179,0.324339647,-0.177366044,-0.290539767,-0.191633,0.290900499,-0.29771059,-0.879948224,-1.463326357
ACH-000858,0.374740795,0.124554889,0.466023335,-0.247960766,0.263278449,0.0724355,0.019124728,-0.065090271,-0.754550026,-0.253427408,-0.429096894,-0.890866961
ACH-000859,0.211432323,-0.024475835,-0.397726688,0.16101234,0.060294085,0.695630382,0.06204942,0.667172253,0.350405045,-0.327977917,0.066572299,-1.211313817
ACH-000860,0.168013684,-0.446307679,0.180571599,-0.759022927,-0.32088048,-0.810903044,-0.05127887,0.130236851,-0.383353502,0.157007312,-0.358747384,-0.671998032
ACH-000862,0.283325218,-0.019833374,0.220975573,-0.5010561,-0.005168136,-0.025309777,-0.233145127,-1.31361737,0.555889388,0.113025206,-0.483270649,-0.847248322
ACH-000863,-0.236324061,-0.679178253,-0.358354561,-0.025602064,-0.079057123,0.015539023,0.096551753,-0.314184165,-0.020348579,-0.264598798,-0.75215546,-1.445587041
ACH-000865,0.304860131,-0.049451546,0.252937197,-0.273842471,0.051466453,0.048562602,-0.730433912,-0.29628915,0.006059543,0.41134627,-0.378303817,-1.02253425
ACH-000866,0.190928058,0.142825513,0.422071509,-0.233500128,-0.111336294,-0.321009342,0.652410499,-0.129766427,-0.014914668,0.08284991,-0.022275577,-0.669142888
ACH-000867,-0.120358075,-0.336618622,0.561521543,-0.228795375,-0.426118935,-0.088001438,-0.027219909,-0.504397234,-0.641268448,0.085911674,-1.010135805,-1.383725591
ACH-000868,-0.638551356,-0.010749714,0.392613394,-0.420327768,-0.528401844,-0.2436983,-0.916794682,-1.241739227,0.525619762,0.217126407,0.133875182,0.60292469
ACH-000869,-0.601485485,0.007327931,-0.460155624,-0.386689491,0.103708417,-0.097996074,-0.461524164,-1.869292431,-0.621257925,0.21251185,-1.093088461,-1.986289474
ACH-000872,-0.214747652,0.356579966,-0.611770723,-0.295842461,-0.0347308,0.199677279,0.008083239,-0.457541149,0.424290749,-0.073526081,-0.468488699,-0.907852554
ACH-000873,0.202452442,-0.039832073,-0.111767422,-0.14174454,-0.016041728,-0.158826169,-0.453468477,-0.51764001,0.19710994,-0.333199165,-1.198212384,-1.888659151
ACH-000875,0.34999073,0.636936912,0.065330943,-0.529624981,-0.21574093,-0.013668174,-0.323985267,0.316501293,-0.597686418,-0.009014897,-0.652085293,0.148420622
ACH-000877,0.472029427,-0.296299523,-0.230909615,-0.616669452,-0.078818282,0.159466737,-0.217496111,-0.297269717,-0.149799354,0.394661966,-0.545705883,-1.098732365
ACH-000878,0.238401603,-1.213360281,0.685921628,-0.157663885,0.329944406,0.425718272,0.183212784,0.244523225,-0.037246985,0.173958965,-1.100664477,-1.247174956
ACH-000879,0.197356531,-0.481210758,-0.041705703,-0.318071481,0.086283895,-0.020043558,-0.545391764,-0.125141433,0.461683716,0.157935579,-0.77660564,-0.855268193
ACH-000880,0.327334201,0.090258764,-0.51760636,-0.220621541,-0.223508347,-0.335890612,-0.408133523,-0.606881007,-0.369970137,-0.229886289,-0.586031003,-0.716070174
ACH-000881,-0.063883812,-0.164200196,0.027511989,-0.446237569,0.343835821,0.307610397,-0.201116167,-0.264760887,-0.387196292,-0.234648124,-0.909895232,-0.533019978
ACH-000882,0.43135951,-0.520591927,0.64726681,0.20136702,0.324126292,0.003561889,0.244291992,-2.354498928,-0.112490467,0.054954629,-0.100423185,0.348941292
ACH-000883,0.679953721,0.357176535,0.596829235,0.188467071,0.010689459,0.712029297,0.334235872,-0.487232185,0.083629776,-0.084905973,-0.240718761,-0.619018443
ACH-000884,-0.109770477,-0.311209063,0.385994291,-0.05244637,-0.024882139,-0.283467684,-0.099060512,-0.148995295,0.175199363,-0.33091517,-0.24239841,-0.755802345
ACH-000885,0.034240504,-0.187412171,0.350209333,-0.101672353,-0.068416222,-0.325615556,-0.461208195,-0.592793479,-0.098978472,-0.558563409,-0.316677829,-1.079160071
ACH-000886,-0.196236429,0.17173557,0.090648225,-0.385094656,0.202559675,0.25155975,0.17555311,-0.120821556,-0.02170244,0.397900472,0.114667477,-0.904366459
ACH-000888,-0.387372274,-0.052555786,0.23554998,-0.860146354,0.038219486,0.046652796,-0.321067362,-0.116774273,-0.700829718,-0.323873154,-0.510270018,-0.674958069
ACH-000890,0.16033295,0.054058819,-0.103458401,-0.42122434,-0.124560085,0.175136672,0.0685047,-0.829129784,0.281856809,-0.102096748,-0.59905578,-0.607281196
ACH-000891,0.029494653,0.086405227,0.168964745,0.204377735,0.117751928,-0.04387812,-0.128515207,-0.210885958,0.111115123,-0.348032654,0.056415709,-0.345395243
ACH-000892,-0.037381371,0.077072278,0.230451294,0.123845001,0.092186862,0.296492046,0.45448128,0.544913131,0.44602381,-0.24240343,-0.801347249,-0.698008982
ACH-000893,-0.054335898,0.30150285,0.000739741,-0.186674632,-0.258458086,-0.025705905,0.187905095,0.147027394,-0.256429308,-0.089219461,-0.491200853,-0.172089456
ACH-000895,0.722305785,-0.896627721,-0.479925862,0.083766962,0.578408551,-0.040066257,-0.325633105,-0.384794576,0.015659107,0.490193705,0.5409904,-0.475015037
ACH-000896,0.019554936,-0.155836636,-0.005337353,-0.068149533,0.005911339,-0.143524804,-0.057360929,-0.120317498,-0.49018364,0.020591413,-0.088298763,-0.395205773
ACH-000897,0.465724017,-0.128864433,0.785216203,0.371967419,0.054197936,0.044008321,0.476884421,0.658520111,-0.297839116,0.057558174,-0.317015202,-0.73563689
ACH-000898,-0.102457888,-0.090219551,0.257099352,0.045459609,0.067175758,0.550851706,-0.249422319,-0.734626942,-0.359380652,0.509111776,-0.122199448,-0.595761213
ACH-000899,-0.261805477,-0.033495901,0.167273207,-0.022530291,0.323314419,0.255209406,0.118694972,0.009532707,-0.183491782,-0.282199109,-1.062487546,-0.68710948
ACH-000900,-0.235612423,0.149274142,-0.173204213,0.186308299,0.004346381,0.045990514,-0.382180675,-0.488488321,-0.067054973,-0.031296785,-0.457572968,-0.682204611
ACH-000901,-0.128589144,0.336351392,0.660541398,0.674732563,0.330799074,-0.126860558,-0.442232769,0.420182793,0.198047141,0.331335,-0.695818937,-0.198525449
ACH-000902,-0.079561543,-0.672543857,0.335411542,0.405170556,0.270460384,0.255501277,0.626444549,-0.194916587,0.625088795,0.398062378,-0.316264672,-0.561145269
ACH-000903,-0.03263146,0.016062144,-0.099653174,0.288456533,0.065223418,-0.01891505,0.348980308,0.559709611,-0.36146833,0.249705451,-0.35612733,0.415426583
ACH-000905,0.051363479,0.121757114,0.035292728,-0.298298422,0.007366548,0.30519442,0.310837937,0.062826871,-0.321998084,-0.285247108,-0.841804209,-0.625487569
ACH-000906,-0.017192273,-0.258870061,-0.167736619,-0.109909013,0.095511354,-0.133677449,-0.158232114,-0.247294366,-0.009460433,-0.175149011,-0.051756179,-0.717580752
ACH-000909,-0.229399618,0.216941094,0.417172892,-0.528294396,-0.88334478,0.142696534,0.056233269,0.077408363,0.176400963,0.115697236,-0.022477179,-0.621687221
ACH-000910,-0.037316382,-0.0861688,0.089945684,-0.545995694,0.010263637,-0.04457665,-0.368840247,-0.887848278,0.005926623,-0.115052604,-1.476451535,-1.397919784
ACH-000911,-0.408262207,0.25649076,0.380329083,-0.730797724,-0.140211277,-0.396435289,0.598672675,0.055662486,-0.304055131,-0.388154814,-0.292105892,-0.024238142
ACH-000913,0.475578916,0.589771218,0.748033606,-0.423324304,0.333825175,-0.308550459,0.595066315,-0.124126499,0.744151414,0.678452099,0.339583444,-0.022943586
ACH-000914,0.090188711,-0.091669722,-0.294303124,-0.132140792,0.110026741,0.114128242,-0.164416837,-0.470732912,-0.4342042,-0.152145376,-0.61488681,-1.570640783
ACH-000915,0.023104386,-0.203918386,0.221075978,-0.070673469,0.195900903,0.084606975,0.022979627,-0.079021086,-0.05040018,0.009885748,-0.454509264,-0.590661675
ACH-000916,0.250170838,-0.275186861,-0.544942714,-0.640758155,-0.454648049,-0.592864385,-0.391441953,0.077848751,-0.778102095,-0.373819857,0.097494915,-1.91435393
ACH-000917,0.023316437,0.604672197,-0.378852286,-0.309159501,0.385523579,-0.177548611,0.183399009,-0.190595162,-0.298922235,0.384547514,0.361747947,-0.141695115
ACH-000918,0.40039147,-0.399014063,-0.11694378,-0.905255188,0.331013663,-0.040765912,-0.305472184,-1.724754819,-0.71727593,-0.712315692,-1.316424053,-1.552311295
ACH-000919,0.082910989,-0.128011516,0.248631601,0.044513553,0.030570481,0.534119769,-0.204320251,0.365090338,0.054368593,-0.393530312,-0.53318965,-0.619128404
ACH-000920,0.451840441,0.303409974,-0.195695205,-0.941368241,0.202590596,-0.180446416,0.246865648,-0.754174931,0.053863422,-0.092622313,-0.560332391,-0.814694733
ACH-000921,0.210530533,0.037913639,0.050580498,0.062408764,-0.10737006,-0.086563124,-0.092449108,0.26865588,-0.147076664,0.062263212,-0.052906423,-0.294141258
ACH-000922,0.060553521,0.464435675,-0.189708144,-0.12174958,0.333985226,-0.024729335,-0.008974656,-0.163195186,0.153195665,0.269508971,-0.236319905,-0.343004872
ACH-000924,0.408872644,-0.188174266,-0.038968425,-0.08083598,-0.267747104,0.094600509,-0.02847455,-0.053338652,-0.231149571,0.009651663,-0.367115552,-1.122439009
ACH-000925,0.142353381,-0.308767781,0.415143688,-0.349557501,0.218104174,0.031679142,-0.329041119,-0.228570252,-0.698135999,0.316843074,-0.512309094,-0.706559047
ACH-000926,0.274639767,-0.224815345,-0.09901553,-0.126107757,-0.089187903,0.269658694,-0.144479168,-0.316853911,-0.081774124,-0.030733655,-0.372405921,-0.503762646
ACH-000927,-0.188752713,0.257711432,-0.234073179,-0.026778289,0.114640994,-0.007267777,0.071608065,-0.077797971,0.010963286,0.295755698,-0.475448435,-1.317013309
ACH-000929,-0.411214596,0.454756217,0.766041777,-0.056961209,-0.134965774,0.069853655,0.139643963,-0.636618925,0.221580232,0.63228642,0.118174337,-0.474759607
ACH-000932,0.251226785,-0.236154804,0.008909514,-0.338651714,0.311651431,0.038563444,-0.314249893,-0.431560149,0.049171519,-0.067745752,-0.613589564,-1.088419798
ACH-000934,0.302981097,-0.123531295,-0.679597506,-0.254681986,0.195523686,-0.343853313,-0.219515059,-0.488775997,-0.062327056,-0.242331407,-0.464423067,-1.063309629
ACH-000935,0.021169002,-0.275925006,-0.43239098,-0.438845146,-0.419409185,0.415677224,0.008550342,0.179855597,0.517193976,-0.065117402,-0.360680936,-0.74151686
ACH-000936,0.289356797,0.13687299,-0.207424084,0.122313712,0.064577894,0.067958189,0.096091467,-0.176526135,0.444774791,-0.138683203,-0.833295703,-1.209974838
ACH-000937,0.6264616,0.155960915,-0.034169969,-0.372572315,-0.899146814,0.006026503,-0.026383714,-0.58021184,0.533429309,-0.323428583,-0.523831005,-1.102126405
ACH-000938,-0.343746448,0.468592607,0.03635156,-0.349188725,0.021182191,-0.259587737,0.234610867,-0.628498713,0.259083545,-0.051867902,-0.508347061,-0.199412163
ACH-000939,0.073862271,-0.059615944,0.181314059,0.070534902,0.158647038,0.288597061,0.041155795,0.316491791,0.227267132,0.056212415,-0.459416257,-1.559518261
ACH-000940,-0.08629285,0.175099302,-0.354516985,-0.21209197,-0.212819732,-0.088041896,-0.110450759,-0.01337245,-0.118146418,-0.022594675,0.060632746,-0.407543486
ACH-000941,-0.109171281,-0.173728253,0.223914291,-0.616842303,-0.081328931,0.250149823,0.338690474,0.31694426,0.388401185,-0.37291808,-0.183403906,-0.669384566
ACH-000942,-0.266651961,-0.1452941,-0.027826594,0.030405969,-0.0962626,0.132377373,0.10520815,0.32624729,-0.451614083,-0.190206019,-0.625841305,-0.627647303
ACH-000943,-0.254851817,0.378945915,0.620046988,-0.089705561,0.360094933,-0.13177051,-0.380177422,0.072909828,0.068338345,-0.496477275,-0.612925124,-0.605279395
ACH-000945,0.104717841,0.027817301,0.295674953,0.234081846,0.419921859,0.183211867,0.220216729,0.402799342,-0.450334313,-0.247801471,-0.397169167,-0.752210473
